areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10
Lower East Side,Manhattan,neighborhood,2295,2250,2295,2250,2495,2400,2400,2500,2595,2500,2500,2600,2500,2500,2400,2395,2395,2400,2495,2595,2700,2700,2660,2300,2423,2650,2800,2973,2750,2750,2695,2695,2795,2750,2850,2998,2873,2993,2899,2895,2845,2825,2795,2795,2898,2850,2795,2800,2846,2750,2800,2795,2800,2950,2950,3000,3000,2995,2995,3000,2998,2995,2850,2895,2995,3100,3150,3195,3225,3000,3000,3000,3000,3000,2995,3075,3200,3325,3297,3300,3295,3071,3050,2900,2895,3100,3000,3000,3200,3156,3200,3195,3097,3000,2995,2950,2983,2950,3030,3204,3250,3200,3250,3300,3300,3300,3300,3250,3200,3250,3250,3400,3575,3600,3450,3500,3550,3600,3666,3700,3800,3900,3920,3690,3470,3199,3000,2985,2800,2800,2795,2748,2750,2700,2750,2814,3000,3100,3250,3450,3500,3495
Manhattan,Manhattan,borough,2800,2795,2715,2800,2800,2820,2873,2890,2995,3000,2995,2950,2950,2995,2950,2995,3000,3100,3100,3150,3250,3250,3250,3200,3154,3100,3100,3195,3200,3200,3200,3200,3250,3200,3250,3225,3200,3200,3200,3200,3195,3150,3195,3225,3269,3250,3250,3245,3200,3200,3200,3270,3291,3250,3200,3200,3200,3200,3200,3200,3200,3250,3250,3295,3325,3350,3350,3395,3400,3350,3295,3300,3300,3300,3350,3390,3400,3395,3370,3300,3345,3300,3300,3250,3227,3254,3250,3300,3300,3300,3300,3300,3300,3275,3200,3200,3200,3200,3200,3250,3300,3300,3300,3300,3295,3250,3250,3295,3265,3300,3300,3400,3450,3500,3498,3495,3500,3500,3500,3500,3500,3500,3500,3450,3300,3200,3100,2995,2900,2800,2799,2795,2750,2795,2795,2800,2895,2950,3000,3100,3200,3300
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3700,,,,,4100,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,2200,2235,2200,,,,,2200,2255,2320,,,2240,2220,2013,1975,2160,,,2050,2095,2363,,,2075,2175,,,2383,,2383,,2260,,,,,,,,,,,1895,1895,1895,1875,1885,,1850,1925,
Marine Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1800,1600,1525,1700,1825,,,1750,,,2150,,2000,1800,,1868,2200,,,2050,1875,1850,,,1750,1750,1950,2000,,,2096,2271,2300,2300,,,,,,1699,,2250,2700,2500,1700,2000,2325,,,,,2195,2200,,,,,,,,,,,,,,2075,2075,2100,,2000,,,,,,2000,
Maspeth,Queens,neighborhood,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,1625,,,,1550,,1550,1550,1575,,,,,,,,,,1850,1650,1675,,1700,1850,1725,1625,1900,1800,2150,1800,2400,2400,2400,2000,1950,1900,2000,1950,1900,1800,1800,1875,1850,1850,1800,2100,2000,2100,2200,2175,2100,2000,2100,2100,2000,2050,2100,2150,2125,2163,2200,2200,2200,2100,2000,2000,2125,2045,2150,2150,2000,2250,2125,2200,2095,2095,2075,2075,2100,2100,2200,2100,2050,2200,2200,2100,2225,2100,2050,1975,1950,2148,2273,2175,2250,2250,2292,2176,2000,1925,1917,1900,1904,2000,2100,2098,2200,2099,2170,2170,2170,2199
Melrose,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,1237,1243,1243,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,1925,1982,2000,2025,,1880,1817,,,,,,1900,1663,,1842,1775,1675,,,1840,1840,1837,1750,1844,1975,2034,2016,1987,1920,1920,1920,1795,2200,,,,,,1438,,2122,2150,,1800,,,1695,,1823,1975,,1975,2150
Middle Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,1798,,,1800,1800,1775,1775,,1875,1900,2075,2150,2000,2000,2000,2000,2000,2100,1880,1800,1850,1800,1999,1999,1999,2000,2000,2000,2000,2025,2100,2100,2250,1900,1875,2000,1973,1950,2000,1999,1875,1723,,2200,2000,2075,2085,2199,2050,2100,2200,2200,2050,2000,2099,1950,2199,2200,2200,2000,2200,2050,2300,2450,2450,2100,2200,2300,2287,,2399,2400,2275,2238,2200,2100,2199,1975,2200,2000,2000,2200,2100,2100,1975,2100,2199,2100
Midtown,Manhattan,neighborhood,3700,3800,3825,4000,3995,3995,3925,3898,3900,3800,3900,3995,3995,4198,3950,4000,3998,3998,4165,4298,4100,4298,4425,4200,4250,4200,4000,4200,4298,4150,4000,4000,4200,4098,4000,4000,3900,4100,4000,3995,3900,3995,3850,3900,3900,4000,3925,3800,3838,3800,3954,3900,3825,3900,3850,3850,3895,4000,4000,4000,4200,4000,4000,4000,4200,4100,4100,3975,3975,3995,3975,4000,4000,4250,4000,4000,4057,4095,4000,3950,3960,3900,3890,3938,3950,4000,3999,4000,4200,4200,4200,3803,4000,3950,3886,3900,3898,3950,3900,3830,3800,3900,3895,3900,3950,3995,4000,3950,3891,3900,4000,4000,4200,4198,4107,4000,4125,4298,4390,4300,4055,4119,4150,3950,3695,3521,3500,3657,3600,3500,3499,3500,3400,3500,3500,3500,3805,3850,3953,4200,4500,4700
Midtown East,Manhattan,neighborhood,2695,2625,2650,2700,2700,2700,2800,2800,2800,2800,2900,2895,2900,2985,2950,3000,3050,3200,3200,3170,3200,3200,3200,3150,3100,3050,3050,3095,3100,3100,3100,3150,3195,3150,3150,3150,3150,3200,3195,3195,3195,3195,3195,3200,3200,3200,3200,3215,3195,3200,3200,3250,3240,3250,3200,3243,3200,3200,3295,3226,3295,3300,3300,3350,3400,3400,3400,3400,3450,3350,3332,3350,3300,3372,3350,3400,3400,3395,3400,3400,3400,3395,3330,3304,3295,3350,3332,3395,3395,3400,3375,3310,3300,3300,3195,3195,3250,3274,3281,3345,3395,3400,3413,3400,3395,3395,3400,3415,3386,3395,3400,3415,3495,3500,3575,3595,3560,3520,3600,3500,3575,3508,3500,3400,3295,3100,3000,2929,2842,2750,2700,2700,2700,2800,2828,2900,3000,3100,3300,3495,3700,3745
Midtown South,Manhattan,neighborhood,3198,3200,3250,3340,3400,3375,3400,3380,3385,3325,3425,3400,3450,3300,3400,3525,3450,3495,3500,3500,3398,3300,3475,3300,3475,3300,3300,3450,4050,3895,3770,3700,3625,3675,3600,3498,3500,3450,3450,3450,3600,3500,3550,3525,3500,3550,3595,3500,3400,3513,3450,3495,3650,3650,3538,3650,3638,3550,3673,3800,3698,3600,3695,3695,3705,3775,3790,3950,3950,3895,3895,3950,3950,3950,3895,3895,3925,3934,3965,3924,3992,3995,3965,3950,3895,3950,3965,3964,3922,3875,3950,3969,3965,3950,3689,3600,3554,3600,3598,3650,3684,3950,3850,4045,3969,3965,3850,3850,3790,3900,3995,3923,4000,4128,4150,4075,4170,4012,4012,4100,3992,4200,4156,3761,3696,3575,3440,3281,3200,3300,3100,3175,3200,3250,3275,3390,3600,3975,4070,4365,4591,4600
Midtown West,Manhattan,neighborhood,2600,2650,2650,2650,2790,2800,3000,2895,2953,3000,3000,2995,2950,2983,3055,3100,3150,3100,3195,3200,3270,3260,3255,3298,3200,3150,3290,3300,3300,3250,3300,3350,3390,3350,3450,3475,3397,3400,3390,3350,3290,3300,3275,3300,3346,3395,3350,3350,3350,3350,3425,3320,3450,3450,3400,3330,3300,3400,3433,3450,3450,3500,3495,3495,3500,3500,3485,3490,3490,3400,3338,3300,3284,3313,3395,3450,3453,3400,3400,3400,3450,3400,3369,3329,3300,3322,3215,3341,3400,3415,3450,3495,3441,3400,3300,3300,3297,3300,3300,3387,3438,3494,3450,3460,3500,3495,3467,3500,3444,3500,3500,3500,3575,3600,3650,3700,3650,3600,3626,3650,3600,3622,3600,3500,3300,3197,3030,2950,2895,2895,2826,2800,2897,2895,2928,3000,3000,3162,3415,3500,3700,3900
Midwood,Brooklyn,neighborhood,1825,1850,1675,1725,,1725,1650,1525,,1300,1448,1300,1275,1349,1349,1399,1500,1500,1500,1500,1473,1500,1500,1400,1400,1300,1300,1400,1500,1450,1400,1375,1363,1300,1400,1350,1350,1300,1300,1500,1550,1575,1350,1400,1350,1400,1400,1350,1350,1350,1475,1525,1575,1595,1600,1600,1508,1533,1495,1495,1500,1525,1560,1550,1600,1700,1700,1799,1750,1750,1725,1700,1650,1763,1775,1850,1850,1897,1863,1825,1838,1725,1800,1830,1800,1825,1900,1888,1800,1850,1800,1750,1850,1787,1800,1700,1765,1750,1725,1750,1750,1750,1795,1850,1895,1815,1820,1799,1850,1847,1850,1899,1900,1875,1900,2075,1950,1975,2000,2100,2100,2050,2100,2077,2055,2000,1937,1950,1865,1850,1850,1850,1850,1795,1800,1850,1950,1995,1976,1975,2058,1995
Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Heights,Manhattan,neighborhood,2200,2150,2100,2000,2050,2156,2200,1995,1998,2373,2396,2396,2396,2373,2373,2500,2450,2395,2863,2875,2995,2500,2625,2650,2813,2675,2521,2795,2950,2950,2973,2745,2875,2775,2725,2700,2575,2650,2699,2775,2798,2800,2850,2875,3000,3075,2993,2993,3280,3130,3225,3275,3350,3200,3300,3369,3275,3145,3265,3308,3000,3000,3250,3280,3345,3400,3455,3450,3300,3338,3000,3000,2950,3163,3254,3280,3254,3280,3323,3250,3295,3300,3292,3208,3284,3197,3190,3227,3200,3080,3100,3100,3000,2863,2869,2937,2898,2979,2995,3000,3100,3125,3100,3200,3035,3000,2966,2917,2985,2845,2917,2998,3088,3350,3226,3300,3295,3090,3200,3200,3200,3200,3200,3089,3367,3350,3170,2950,2862,2896,2850,2999,3200,3000,3200,3364,3443,3300,3300,3335,3095,3500
Morris Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1250,1250,1250,1295,1295,1295,1295,1295,1295,1295,,1914,1450,1595,,,1700,1600,1545,1545,2000,,,1525,1473,1525,1563,1600,1460,1495,1795,1495,1495,1650,1600,1700,1675,1675,1675,,,,,,,,1750,1800,1800,1595,1602,1698,1695,1695,1650,1650,,1800,1848,2100,2100,2050,1884,1967,1967,2061,1900,,,1850,1850,1798,1850,1900,1800,1850,,,,,1825,,1750,1800,1795,
Morris Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,1375,1375,,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1399,1400,1400,1450,1450,1475,1450,1450,1450,1450,1450,1450,1450,1500,1500,1500,1500,1500,1500,1500,1500,1500,1550,1625,1600,1650,1600,1600,1750,1600,1600,1600,1800,1825,1900,1900,1850,1800,1900,1825,1700,1825,1650,1650,1775,1788,1700,1750,1775,1900,1900,1995,1899,2225,2200,,1745,1700,1999,1998,,1998,2024,1714,1757,1869,1849,1688,1675,1699,1825,2000,2025,1749,1749,1875,1750,
Morrisania,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123,1123,,,,,,,,,,,,,,,,1850,1700,,,,,,,,,,,,,,,1825,,,,,,,1775,1623,2200,1700,2000,1700,,,1800,1875,1887,2108,2031,2050,1849,,,1850,,,,,,,,1813,,,,,,,2025,,,,,,
Mott Haven,Bronx,neighborhood,,,,,1600,,,,,,,1500,1500,,,926,763,926,,,,,,,,,,,,,,,,,,,,,,1500,1500,1900,1900,1800,,,,,1800,1800,1850,,1575,1599,1600,1600,1625,1500,1525,1665,1699,1700,1700,1750,1750,1700,1725,1750,1875,2000,2150,2100,2100,2050,2150,1850,1800,1913,1948,1900,1900,1900,2350,2367,2200,1988,2118,1950,1950,1950,1950,1950,1860,1925,2155,2155,2155,2200,2200,2238,2250,2280,2300,2250,2125,2000,2000,1950,2025,2295,2238,2250,2250,2475,2455,2383,2350,2295,2185,2189,2275,2389,2389,2350,2175,2100,2259,2220,2200,2200,2280,2259,2275,2200,2245,2310,2350,2300,2400,2450,2500,2475
NYC,,city,2650,2600,2600,2650,2695,2700,2750,2750,2825,2825,2800,2750,2750,2745,2750,2795,2800,2895,2900,2950,3000,3000,3000,2995,2960,2925,2950,2995,2995,2995,2995,3000,3050,3000,3000,3000,2995,3000,3000,2995,2995,2995,2995,3000,3000,2995,2950,2935,2900,2900,2900,2950,2950,2911,2890,2890,2850,2825,2800,2800,2800,2800,2800,2850,2850,2899,2900,2950,2900,2895,2825,2850,2862,2895,2900,2933,2950,2979,2965,2950,2900,2875,2800,2800,2750,2750,2700,2750,2775,2795,2800,2860,2800,2795,2700,2700,2695,2665,2699,2750,2795,2800,2800,2800,2775,2700,2650,2650,2695,2700,2700,2800,2850,2900,2950,2945,2923,2900,2895,2895,2900,2900,2900,2995,2933,2880,2800,2729,2635,2550,2500,2500,2495,2499,2495,2500,2500,2599,2675,2700,2744,2700
New Hyde Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolita,Manhattan,neighborhood,3248,2825,3195,3273,3325,3350,2900,3395,3348,3500,3100,2995,3300,3300,2825,3200,3395,3200,3495,3495,3685,3548,3995,3598,3595,3495,3495,3495,3495,3495,3495,3495,3395,3395,3395,3225,3395,3100,3225,3300,3495,3795,3600,3495,3495,2500,3395,3400,3300,3225,3300,3398,3400,3400,3495,3495,3495,3420,3500,3495,3595,3450,3495,3595,3500,3595,3595,3595,3550,3500,3500,3550,3595,3560,3595,3973,3795,3750,3695,3695,3850,3800,3875,3800,3600,3995,3600,3748,3679,3723,3795,3795,3625,3495,3498,3500,3500,3495,3500,3595,3645,3695,3895,3714,3595,3650,3700,3500,3375,3498,3563,3750,3850,3795,3795,3895,3795,3795,3825,3895,3750,3895,3795,3750,3500,3500,3400,3200,3000,2995,2910,2800,2755,2625,2650,2695,3000,3573,3700,4095,3995,4048
North Brooklyn,Brooklyn,submarket,2500,2475,2484,2500,2550,2625,2700,2800,2850,2900,2750,2700,2600,2650,2700,2850,2850,2900,2900,2857,2850,2900,2975,2850,3000,2995,2950,3000,3000,3150,3100,3000,3300,3300,3277,3369,3200,3200,3150,3000,3000,3200,3200,3150,3100,3048,3025,2950,3000,3000,3000,3150,3195,3200,3200,3200,3115,3047,3000,3000,3000,3000,3000,3050,3000,3150,3250,3200,3150,3120,3150,3199,3195,3088,3025,3000,3100,3100,3100,3100,3092,3071,3000,2999,2999,2995,3000,3000,3000,3099,3095,3000,3000,2970,2875,2800,2800,2855,2900,2953,2999,3000,3000,3000,2997,2995,2897,2850,2950,2992,2953,3138,3249,3250,3383,3400,3491,3495,3471,3500,3435,3483,3406,3395,3258,3152,3100,3000,2890,2800,2800,2778,2725,2800,2800,2800,2800,3050,3400,3600,3750,3595
North Corona,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1850,,,,,,,1748,1550,1595,,,1595,1595,,,1995,1850,,1613,1675,,,,,,,,,,,,,,1775,1725,2250,1763,,,1695,1550,,1575,1610,1700,1725,1633,1950,1950,1700,1698,,,1645,1550,,1650,1985,2325,1850,2495,1750,,,1775,2100,2450,,,,,,,1725,,1950,2150,1938,2050,,2300,2300,2145,1995,1990,1550,,
Northeast Queens,Queens,submarket,1650,1600,1625,1450,1400,1350,1400,1550,1550,1600,1473,1495,1495,1500,1500,1500,1600,1700,1725,1775,1650,1500,1600,1575,1575,1525,1626,1663,1700,1700,1700,1850,1795,1850,1725,1700,1650,1673,1700,1700,1700,1700,1798,1873,1900,1790,1725,1800,1800,1750,1700,1750,1725,1775,1765,1950,1873,1850,1895,1800,1800,1800,1800,1850,1850,1850,1885,1900,1895,1950,1885,1900,1900,1900,1950,2000,1998,1950,1950,1895,1950,2000,1950,1999,1975,1975,1925,2000,1963,2000,2100,2000,1900,1975,1998,1900,1975,1899,1900,1950,1975,2000,1995,1982,1999,1928,1950,2000,1925,1963,1999,1995,1975,2000,2000,1975,1994,1900,1875,1883,1929,1950,1995,1913,1900,1995,2000,1900,2000,1950,1974,1950,1875,1850,1850,1850,1850,1875,1895,1900,1950,1955
Northwest Brooklyn,Brooklyn,submarket,2300,2300,2290,2300,2400,2400,2475,2500,2600,2600,2489,2400,2495,2500,2500,2500,2500,2575,2600,2715,2800,2800,2700,2700,2800,2785,2800,2800,2800,2800,2850,3000,3000,3000,2998,3000,2850,2900,2950,3000,2997,3000,3000,3075,3000,2995,2900,2900,2950,2950,2950,2950,2950,2950,2950,3000,2900,2990,3000,2900,2900,2950,3000,3000,3000,3000,3000,3050,3100,3000,3000,2995,3000,3000,3050,3050,3100,3095,3069,3050,3000,3000,2975,2933,2950,2995,2950,2995,3000,3000,3000,3000,2995,2998,2915,2980,2995,2950,3000,3000,3163,3195,3200,3199,3100,3025,3100,3121,3095,3080,3121,3277,3333,3400,3400,3410,3410,3400,3300,3300,3366,3350,3347,3275,3279,3176,3100,3000,2900,2850,2800,2800,2760,2795,2800,2867,2950,3000,3194,3350,3500,3495
Northwest Queens,Queens,submarket,1800,1817,1944,1950,1950,2000,2000,2030,2200,2313,2198,2100,1900,2000,1900,1900,1985,2200,2150,2200,2500,2200,2600,2250,2200,2810,2785,2760,2745,2720,2765,2758,2670,2585,2400,2378,2300,2275,2200,2300,2300,2300,2375,2500,2550,2400,2500,2400,2325,2250,2200,2500,2400,2495,2395,2395,2350,2350,2300,2295,2300,2295,2300,2400,2400,2400,2400,2475,2400,2350,2395,2400,2350,2400,2400,2450,2500,2500,2500,2550,2500,2400,2395,2350,2300,2300,2300,2300,2300,2350,2351,2420,2400,2348,2350,2300,2250,2250,2250,2295,2300,2300,2350,2400,2400,2300,2300,2295,2300,2300,2300,2383,2400,2400,2450,2499,2500,2550,2550,2500,2550,2576,2500,2600,2500,2425,2399,2300,2250,2195,2150,2095,2095,2095,2000,2107,2200,2295,2300,2400,2400,2400
Norwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,,,,,1250,1225,1200,,,1200,1200,,,,1300,1300,1300,1300,1400,1375,1350,1400,1400,1400,1400,1500,1413,1400,1449,1400,1400,1352,1350,1350,1425,1498,1425,1400,1425,1400,1498,1500,1500,1463,1495,1500,1475,1495,1485,1475,1500,1550,1550,1675,1695,1500,1683,1595,1499,1475,1475,1900,1750,1550,1550,1550,1675,1795,1675,1475,1500,1598,1600,1625,1650,1722,1750,1760,1822,1675,1675,1737,1525,1650,1650,1638,1850,1850,1745,1720,1550,1613,1950,1795,1563,1650,1700,1700,1595,1600,1898,1550
Oakland Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,2000,1925,1875,1975,2100,2025,1950,1950,2000,1950,1850,1850,,,,1850,1800,1800,2150,1950,1750,2050,2125,2100,1725,1700,1725,1725,2075,2150,1763,2100,1763,,1700,1650,1650,,,,,,,,,,,1775,2200,2000,,,,1750,1975,2075,,,,,,1900,,,,2425,,,,2100,2100,,,,,2045,2000,2095,2095,2250,2450,2500,2550
Ocean Parkway,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1580,1650,1550,1475,1500,,,,1613,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,
Park Slope,Brooklyn,neighborhood,2200,2150,2200,2200,2450,2485,2400,2400,2600,2500,2350,2395,2498,2500,2500,2500,2573,2700,2600,2700,2800,2800,2800,2708,2600,2550,2700,2725,2700,2850,2700,2750,2850,2850,2900,2800,2650,2600,2595,2650,2800,2800,2750,2800,2750,2700,2622,2607,2600,2695,2695,2750,2800,2850,2800,2800,2800,2850,2800,2800,2837,2887,2900,2875,2900,2950,2995,2850,2800,2800,2800,2800,2850,2800,2800,2850,2895,2900,2900,2900,2900,2800,2800,2800,2795,2750,2700,2700,2799,2800,2800,2800,2900,2800,2800,2800,2800,2750,2700,2831,2875,2884,2900,2950,2950,2995,2950,2908,2850,2850,2895,2900,3000,3000,3100,3100,3000,3295,3000,2995,3000,3200,3150,3000,3150,3000,2995,2900,2800,2795,2700,2650,2695,2675,2600,2600,2650,2700,2775,2950,3000,3175
Parkchester,Bronx,neighborhood,,,,,,,,,,,,,,1300,,1200,1100,1163,,,,,,,,,,,,,,,,,,,,,,1300,,1238,,,1425,1175,1100,,,,,,,,1240,1240,1235,1255,1262,1244,1300,1415,1414,1225,1250,1238,1225,1295,1297,1297,1250,1400,1620,1345,,,,,1500,1840,1610,1582,1558,1550,1550,1680,1625,1846,1680,1605,1600,1598,1608,1450,1395,1395,1425,1425,1435,,1450,1450,1495,1513,1500,1507,1513,1483,1514,1514,1542,1695,1588,1549,1700,1600,1600,1600,,,,,1625,,1600,,,1600,,1600,1600,1600,1600,1550,,,,,1600,1950,2010,1975
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1322,1300,,1300,2125,,,,,1500,,1425,,,,1500,,,,1500,1500,1500,1413,1375,,,1448,1500,1563,1625,1700,1625,1625,1500,1550,,,1800,1695,,1550,1800,1750,1700,2000,1950,,1588,1650,1725,1625,,,1850,,,,,,,,,,,,,,1628,,1736,,1695,1638,,1750,1700,1695,1675,1750,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,1899,1862,,,,,,,1700,,,,,,,,,,1750,,,1800,,,,,,,,,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1699,1699,1675,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862,1900,1810,1838,,,,,,,,,,,1750,1600,1913,1824,1812,1895,2000,1899,1899,1939,1750,1787,1949,1949,1899,1899,1899,1899,1812,1750,1750,1924,,2014,1849,1787,,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,,,,1675,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,2150,2150,2000,2000,2000,2300,2300,2100,2050,2500,2250,1925,2300,2500,2398,2525,2623,2498,2550,2700,2700,2525,2500,2450,2350,2348,2400,2500,2400,2600,2500,2675,2513,2600,2400,2325,2450,2750,2750,2750,2500,2500,2600,2700,2638,2675,2600,2550,2500,2700,2400,2750,2800,2800,2950,2800,2800,2693,2695,2600,2689,2700,2700,2725,2900,2950,2900,2995,2795,2702,2800,2800,2700,2775,2873,2835,2850,2850,2800,2850,2950,2958,2700,2650,2700,2800,2800,2850,2957,2954,2950,2900,2900,2825,2800,2800,2800,3000,2949,2850,2998,3042,3150,2979,2898,2850,2775,2950,2950,2850,2800,2900,2925,2995,3162,3000,3450,3262,3223,3450,3263,3050,3025,3213,3150,3100,3000,2913,2800,2704,2650,2600,2680,2600,2600,2680,2800,2900,3000,3163,3200,3050
Prospect Lefferts Gardens,Brooklyn,neighborhood,1795,,,1700,1725,1200,,,1413,,1300,1250,1400,1525,1400,1300,1550,1325,1375,1550,1600,1500,1500,1650,1600,1698,1800,1800,2000,1800,1695,1695,1650,1650,1673,1650,1488,1500,1800,1950,2250,2400,2200,2200,1950,1850,1800,1700,1725,1725,1800,1900,1800,1800,1950,1950,2000,1773,1799,1800,1750,1750,1800,1800,1800,1700,1700,1750,1750,1900,1875,1800,1900,1950,1950,2000,2000,2000,2100,2168,2200,2200,2150,2154,2137,2200,2200,2195,2095,2175,2200,2097,2100,2098,2000,2150,2000,2200,2249,2350,2400,2400,2477,2300,2300,2250,2250,2297,2250,2299,2395,2350,2399,2459,2385,2400,2300,2400,2281,2200,2400,2347,2285,2400,2450,2350,2395,2300,2195,2199,2100,2000,2000,2000,1995,1995,2195,2200,2400,2406,2499,2400
